ARI	66.9375
DEN	64.1875
SEA	63.0
BAL	41.375
ATL	41.3125
NE	39.1875
NYJ	25.375
DET	25.25
TB	22.0625
SD	16.8125
HOU	15.1875
CAR	10.9375
CHI	8.0
PIT	6.3125
IND	4.125
BUF	3.8125
OAK	2.0
WAS	-1.0
GB	-2.125
DAL	-7.125
TEN	-7.4375
JAC	-10.25
MIA	-10.8125
KC	-19.0625
CIN	-23.5
CLE	-26.0625
NO	-39.125
MIN	-39.75
PHI	-58.75
SF	-63.1875
NYG	-68.25
STL	-79.4375
